id,kon1,kon2,kon3,kon4,kon5,kon6,kon7,kon8,kon9,kon10,kon11,kon12,kon13,kon14,kon15,kon16,kon17,nas1,nas2,nas3,nas4,nas5,nas6,nas7,nas8,nas9,nas10,nas11,nas12,nas13,nas14,nas15,nas16,nas17,rwa1,rwa2,rwa3,rwa4,rwa5,rwa6,rwa7,rwa8,rwa9,rwa10,rwa11,rwa12,rwa13,rwa14,rwa15,sdo1,sdo2,sdo3,sdo4,sdo5,sdo6,sdo7,sdo8,sdo9,sdo10,sdo11,sdo12,sdo13,sdo14,sdo15,sdo16,rz1,rz2,rz3,rz4,rz5,rz6,rz7,rz8,rz9,rz10,rz11,rz12,rz13,rz14,rz15,rz16,tjokowi,tprabowo,preferensi,gender
437,2,2,1,1,7,6,1,7,2,1,7,4,5,3,1,1,1,5,2,3,6,3,3,6,3,5,5,1,5,2,5,5,7,2,9,9,7,1,9,1,3,2,9,1,9,1,9,1,9,7,5,2,1,1,1,1,1,1,6,2,1,1,1,1,1,5,5,5,5,5,1,5,4,4,1,3,2,4,5,4,4,11,67,4,Laki-Laki
442,6,3,1,7,2,7,7,5,7,2,7,2,7,6,5,6,7,3,3,6,3,7,3,2,2,1,3,2,3,1,5,3,3,5,8,6,9,3,6,8,3,3,6,2,7,4,6,3,8,5,5,3,7,2,4,1,5,3,6,7,2,1,1,1,6,5,4,4,5,4,3,4,4,3,2,3,1,4,5,5,3,95,1,11,Perempuan
446,6,4,2,2,3,6,6,6,7,6,7,6,7,6,3,2,7,3,3,6,4,7,6,3,6,1,3,1,4,2,2,2,6,5,9,2,7,3,8,2,7,2,8,9,7,7,8,2,9,7,4,5,6,3,2,3,3,1,1,6,3,3,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,60,58,9,Laki-Laki
452,1,1,7,1,7,7,1,1,7,1,4,1,7,1,1,1,1,5,1,1,7,2,2,6,7,1,1,4,4,1,1,7,7,7,9,1,9,1,9,1,9,5,9,1,9,9,9,9,9,7,1,1,1,7,7,1,1,1,7,7,7,1,1,1,1,5,5,5,5,5,1,5,1,1,1,5,1,1,5,5,5,1,101,1,Perempuan
456,6,6,4,4,7,7,6,7,7,4,7,5,7,7,5,6,7,2,1,2,4,2,1,2,1,1,3,1,1,1,3,1,1,1,8,6,9,4,8,9,7,7,7,1,7,7,9,3,9,4,4,4,3,4,3,4,5,5,5,5,2,3,3,3,3,5,5,5,5,5,3,5,5,5,1,4,5,5,5,5,3,63,35,5,Perempuan
458,6,3,4,2,2,7,6,5,2,4,7,6,7,4,3,6,2,6,5,4,5,6,6,3,2,6,2,1,1,1,2,1,2,5,6,1,9,1,9,2,9,2,9,8,8,9,9,3,9,7,6,7,7,1,4,3,5,6,7,7,7,2,2,2,1,5,5,5,5,5,1,4,5,4,1,2,3,4,5,5,3,19,96,2,Perempuan
460,4,4,3,3,3,5,3,7,4,1,1,1,2,1,1,1,4,3,3,3,3,2,4,3,1,1,6,4,4,3,1,3,5,1,8,2,8,1,7,1,5,5,8,9,7,9,9,2,8,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,5,3,4,5,4,3,1,3,5,5,1,2,1,5,4,4,22,55,3,Perempuan
471,2,3,3,3,4,6,4,3,4,4,7,6,4,1,3,6,4,4,4,4,6,6,4,4,4,4,4,1,2,2,4,4,4,4,8,2,8,2,8,2,8,3,6,5,8,6,8,2,8,6,1,4,4,4,4,4,4,1,4,6,6,7,7,2,4,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,34,33,6,Laki-Laki
474,5,3,4,4,5,5,5,3,3,4,3,2,4,4,3,3,4,4,4,4,4,3,6,3,3,4,4,4,3,4,4,3,5,3,7,6,4,2,4,4,4,2,6,7,6,6,7,4,6,4,2,2,3,3,2,4,3,3,3,3,3,5,5,3,3,4,3,4,4,4,2,3,2,3,1,3,2,4,3,4,2,32,51,5,Perempuan
478,1,1,1,1,1,2,2,3,1,1,1,1,1,1,3,2,2,7,6,6,6,5,7,6,5,4,6,6,5,6,7,6,7,5,3,1,3,1,1,1,2,2,5,1,6,2,6,1,2,5,3,1,1,7,1,1,1,3,1,4,1,1,1,1,1,2,4,1,2,1,1,1,1,1,1,1,1,4,1,1,1,78,1,1,Perempuan
479,1,1,4,4,7,7,4,1,1,7,7,1,7,4,1,7,4,1,7,4,4,1,7,4,7,1,4,1,1,1,1,4,1,4,9,5,9,1,9,1,9,1,9,9,9,9,9,1,9,7,1,7,7,1,1,1,1,1,7,1,1,1,1,1,1,5,5,5,5,5,1,5,5,5,1,5,3,1,5,5,3,38,90,1,Perempuan
484,3,3,2,2,3,3,4,3,3,3,2,2,1,3,3,3,4,4,3,4,5,4,4,4,5,4,4,6,4,4,5,4,4,4,7,4,5,2,4,4,3,3,5,5,8,2,9,3,5,4,3,3,4,3,2,2,2,5,5,4,3,2,3,2,3,3,2,3,4,3,2,4,3,2,2,2,2,4,4,3,2,36,36,3,Perempuan
487,3,4,3,3,7,3,3,2,1,1,4,1,4,2,1,3,3,5,2,4,6,4,5,5,3,6,4,2,4,2,3,4,5,3,5,8,3,2,3,7,3,4,7,8,3,7,1,1,5,3,2,2,2,3,2,3,3,2,1,2,2,2,2,1,4,3,3,4,5,3,1,2,5,4,3,2,2,3,4,3,1,22,81,1,Perempuan
496,4,4,2,1,7,7,7,7,7,6,7,7,7,7,7,7,7,4,4,4,1,1,1,1,1,1,1,1,4,1,1,1,1,1,9,5,9,5,9,1,9,5,5,9,9,9,6,4,9,4,4,4,4,4,4,4,5,4,7,5,5,4,4,1,4,5,5,5,5,5,3,5,5,5,1,3,1,5,5,5,5,101,51,7,Perempuan
500,3,4,5,6,7,6,5,4,6,3,7,5,5,6,4,4,3,6,4,3,4,3,2,3,5,2,6,1,3,2,2,3,2,3,9,2,9,2,8,4,8,4,8,2,8,7,9,3,7,4,5,3,3,2,5,5,2,3,5,3,2,2,3,2,2,5,4,4,4,4,2,4,4,4,2,4,3,4,4,4,5,62,51,9,Perempuan
502,3,4,2,3,3,3,4,6,1,1,6,3,5,2,1,2,2,4,3,2,4,2,3,3,6,3,4,5,3,3,4,4,6,6,9,6,7,1,7,4,6,4,7,7,6,4,8,6,8,3,1,2,2,1,2,3,2,2,2,3,2,2,2,1,2,5,5,5,4,4,1,4,5,1,1,3,4,4,5,4,4,23,38,1,Perempuan
504,1,1,1,1,1,1,1,1,1,1,1,1,3,6,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,5,7,1,7,6,9,1,9,1,9,1,5,1,5,5,9,5,9,1,5,7,1,1,7,1,1,1,1,4,7,1,1,1,1,1,1,5,5,5,5,1,1,5,5,3,3,5,3,5,5,5,3,1,101,1,Perempuan
506,6,3,2,1,3,6,3,3,3,3,3,2,6,4,2,6,1,2,3,3,7,6,2,5,6,6,6,3,5,3,5,3,5,6,9,1,9,1,9,1,9,4,7,4,8,7,9,7,9,7,2,3,5,3,2,6,5,2,3,5,3,3,3,3,3,5,5,5,5,5,1,5,5,5,2,4,4,5,5,5,4,11,65,1,Perempuan
511,2,2,1,1,2,5,3,1,2,4,2,3,3,2,5,6,3,5,5,6,5,5,5,5,6,4,3,5,5,6,6,5,4,4,4,2,5,4,4,2,3,3,5,2,5,4,7,4,6,4,5,5,4,2,2,2,3,6,6,6,4,2,3,2,2,3,3,3,4,4,2,3,2,3,4,4,3,4,3,2,2,76,37,3,Laki-Laki
512,1,1,1,1,4,2,5,1,1,1,1,1,1,1,1,1,1,6,5,7,7,4,7,5,7,7,7,7,7,7,7,7,7,7,1,4,6,1,7,1,1,2,8,2,1,2,9,3,7,4,1,1,2,7,3,2,2,1,5,1,1,1,1,1,1,3,2,2,3,1,1,1,2,1,1,1,1,4,2,1,1,42,91,1,Perempuan
514,6,4,6,4,6,7,5,3,6,1,4,1,5,2,3,5,4,6,3,3,4,3,5,3,5,3,5,5,6,3,4,6,6,5,8,3,8,2,9,4,7,3,9,7,9,5,8,4,9,6,5,2,4,2,4,2,3,3,3,2,3,2,3,1,2,4,4,4,4,4,2,5,4,3,2,5,2,5,4,4,3,61,44,8,Perempuan
517,3,5,1,6,7,7,3,1,7,1,4,1,7,1,6,7,2,5,6,7,2,1,1,2,6,1,3,2,2,1,4,7,2,3,9,1,9,2,5,9,9,1,8,9,9,9,9,9,9,7,2,1,7,1,4,1,2,1,7,3,2,1,1,1,1,5,5,5,5,4,1,5,5,5,5,5,1,5,5,5,5,85,94,8,Perempuan
518,6,1,3,4,2,5,3,2,2,1,3,4,4,4,2,4,1,5,7,5,6,6,4,5,5,6,6,4,5,5,5,2,4,5,7,3,6,3,6,3,8,4,7,7,8,5,7,2,7,5,5,4,5,3,5,4,4,5,6,4,4,2,3,3,4,4,4,4,4,3,3,4,3,4,2,3,2,4,4,4,3,16,81,3,Perempuan
525,2,2,3,2,2,6,2,1,1,2,1,1,1,1,1,1,4,6,6,3,4,5,4,6,7,7,6,7,7,7,7,7,7,7,9,4,3,1,4,6,8,6,8,1,9,5,9,5,7,7,1,1,4,7,1,1,1,6,2,1,1,1,1,1,1,2,2,2,3,1,1,1,1,1,1,1,1,5,3,1,2,1,46,1,Perempuan
527,2,1,1,5,4,7,7,7,6,1,7,5,7,7,4,5,6,5,6,4,3,5,1,2,1,1,7,1,3,1,4,2,3,1,9,4,9,6,7,6,9,1,5,9,9,5,8,5,6,6,5,5,3,3,2,2,5,1,7,2,2,1,3,1,1,5,4,5,5,5,1,5,5,5,4,5,5,5,5,5,4,23,61,7,Perempuan
533,1,4,4,4,2,5,4,1,7,5,7,4,7,7,4,4,1,4,4,4,4,4,4,3,4,1,4,1,4,1,3,2,2,7,9,1,9,1,5,3,7,2,9,3,9,7,9,5,9,7,4,7,1,1,7,1,1,7,7,1,1,4,4,1,4,3,5,5,5,5,5,5,5,5,5,5,3,5,5,5,3,66,61,1,Laki-Laki
536,3,4,1,3,5,6,5,6,2,2,7,3,6,2,3,5,5,6,5,6,5,3,4,3,2,2,2,1,3,2,4,2,3,1,4,3,6,3,7,3,7,5,6,8,7,6,8,2,7,5,2,2,1,3,2,3,3,3,3,2,3,3,3,3,3,4,4,5,4,3,4,4,4,4,4,3,2,3,5,4,3,81,63,9,Laki-Laki
538,2,2,1,1,2,1,3,4,1,1,1,1,1,1,1,4,2,2,1,1,6,3,1,4,1,5,5,7,5,6,6,6,4,1,1,6,1,4,1,5,1,4,5,1,1,1,5,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,19,22,6,Laki-Laki
547,1,2,1,1,1,4,3,1,4,1,3,1,7,1,4,5,1,6,2,1,7,6,3,5,7,3,6,4,6,2,2,4,3,7,9,5,8,3,9,3,9,3,8,9,8,7,9,5,9,6,2,2,3,4,2,6,1,1,1,5,2,1,1,1,1,5,5,5,4,5,3,5,4,5,3,4,3,4,5,5,5,15,81,2,Laki-Laki
553,2,2,3,1,5,5,2,1,3,3,1,2,3,2,2,5,2,5,3,5,6,3,5,6,6,3,6,7,6,3,5,6,3,6,8,4,9,1,7,3,8,4,9,6,7,8,8,4,8,6,2,4,4,4,3,3,3,2,4,4,3,2,2,2,2,5,5,5,5,5,5,5,4,5,3,4,1,5,5,4,4,5,83,1,Laki-Laki
554,6,2,3,2,6,7,2,2,6,5,6,7,6,7,5,6,2,2,3,5,6,4,3,5,4,2,3,3,2,2,6,2,2,3,9,8,9,2,8,7,9,2,8,8,8,8,8,1,1,7,5,2,6,1,2,2,2,6,6,2,1,1,2,1,1,4,4,4,4,4,5,5,5,5,2,5,5,5,5,5,5,26,71,2,Laki-Laki
556,3,4,2,6,5,7,6,7,7,4,7,5,6,7,6,7,6,5,5,5,2,5,3,5,1,1,5,1,5,1,1,7,1,1,9,2,9,1,9,5,9,1,8,8,9,2,7,8,9,7,1,1,1,2,1,1,1,1,4,6,1,1,1,1,1,5,5,5,5,5,5,5,5,4,2,3,4,5,5,5,4,91,62,11,Laki-Laki
558,1,1,1,1,7,7,4,1,1,1,4,1,4,7,6,7,7,4,5,4,7,7,7,4,7,1,4,7,7,4,7,4,7,7,9,5,1,1,9,1,9,1,9,1,5,9,9,1,9,7,4,4,4,1,4,4,1,7,7,1,4,1,1,1,1,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,1,100,1,Laki-Laki
564,4,3,6,2,4,7,7,1,7,1,4,2,5,3,3,3,4,6,5,5,4,6,4,7,7,1,3,7,4,6,3,5,5,5,7,2,7,3,7,3,7,4,7,8,7,5,7,5,7,7,4,4,4,1,1,1,1,1,6,1,1,1,1,1,1,5,5,5,5,5,3,5,5,5,5,5,5,5,3,5,3,71,71,10,Perempuan
566,4,3,3,3,5,6,4,2,5,4,5,3,5,3,5,5,5,4,4,3,5,3,5,3,5,3,5,4,5,3,5,5,3,4,7,4,6,3,8,5,9,4,7,6,8,5,8,6,8,6,3,4,4,3,3,3,2,2,3,3,2,2,3,2,2,4,4,3,4,3,2,3,4,4,2,4,3,4,3,4,4,50,53,9,Laki-Laki
568,4,5,2,4,3,1,6,6,6,1,6,2,4,5,6,7,6,4,3,4,4,6,5,2,4,2,5,4,5,4,3,2,2,4,8,2,7,1,5,5,8,2,7,5,8,3,6,3,7,6,2,1,4,4,2,3,4,2,6,2,3,2,2,2,2,4,4,4,4,3,2,4,4,4,3,3,3,4,4,3,3,67,63,5,Perempuan
569,5,4,4,4,3,6,6,6,4,4,6,3,6,3,4,6,4,4,3,6,4,5,2,3,4,4,4,3,4,3,4,4,3,4,8,2,8,3,8,4,5,3,8,4,7,4,9,5,7,5,4,4,5,6,4,4,4,3,3,4,4,3,4,4,3,4,4,4,4,3,3,4,5,3,3,3,2,4,5,4,3,31,64,6,Laki-Laki
570,1,3,1,4,4,5,3,6,7,1,7,1,5,4,2,7,7,6,5,6,5,7,6,4,1,1,4,1,3,1,7,3,5,7,9,1,9,1,9,4,1,1,9,9,9,1,7,2,9,7,1,1,4,4,2,1,1,1,1,1,1,1,1,1,1,4,5,5,5,5,3,5,5,5,5,4,3,5,5,5,5,73,73,8,Laki-Laki
574,4,2,1,1,6,6,4,2,4,2,2,2,3,2,4,4,4,3,5,6,6,2,3,2,3,3,2,5,2,2,4,2,2,4,7,4,9,1,6,3,4,2,7,4,8,5,9,6,7,5,2,2,4,3,3,3,3,2,4,4,4,3,3,4,4,5,5,5,5,1,1,5,5,5,1,5,5,5,5,5,5,50,63,6,Laki-Laki
577,3,2,3,2,4,4,3,2,3,1,3,1,4,1,1,4,2,3,3,4,4,4,4,3,7,2,7,4,6,1,7,6,6,7,8,1,9,1,9,1,9,2,9,2,9,1,9,8,9,7,1,7,2,2,1,1,1,3,7,1,1,1,1,1,1,5,5,5,3,2,1,5,5,4,5,4,3,5,5,5,3,21,91,3,Perempuan
578,6,6,2,6,7,7,7,7,7,5,7,3,7,7,2,7,6,5,2,6,4,5,5,4,1,1,2,1,1,1,3,1,1,1,9,1,9,1,9,9,8,1,1,8,9,3,9,3,8,7,1,1,1,4,6,7,2,1,1,7,3,1,1,1,1,5,5,5,5,5,1,5,5,3,4,2,2,4,5,5,4,89,16,10,Laki-Laki
579,4,4,2,3,1,6,4,3,2,1,7,1,6,1,3,5,1,5,4,5,4,6,6,3,2,5,5,1,4,3,4,3,2,5,9,4,9,2,7,4,9,3,9,1,9,1,9,3,8,5,4,4,3,4,1,5,3,2,6,4,2,1,4,1,3,4,4,5,3,1,1,4,1,3,1,1,1,1,5,1,4,3,101,6,Laki-Laki
582,2,4,4,4,3,7,2,2,6,1,7,1,3,5,6,6,3,6,1,3,6,3,2,6,6,2,5,1,1,2,4,2,2,6,7,3,9,3,8,8,7,5,8,8,9,5,9,3,9,6,4,2,2,2,3,3,6,2,4,5,3,2,3,2,4,5,5,4,4,3,2,4,4,4,3,3,3,4,4,4,3,53,53,9,Laki-Laki
585,2,1,2,2,3,3,3,2,1,1,6,1,1,1,1,3,1,5,5,4,5,4,3,3,4,7,6,2,4,4,4,5,6,7,9,3,9,1,7,1,9,2,9,1,7,4,7,2,8,7,1,1,2,7,1,1,1,2,4,2,7,2,2,1,1,5,5,4,3,3,1,3,3,3,1,2,2,4,3,4,3,84,25,1,Perempuan
586,3,4,2,4,3,5,2,6,2,2,4,1,6,2,2,6,1,5,5,5,6,6,3,5,6,6,5,4,5,3,6,2,3,6,9,1,9,1,8,5,7,2,7,4,8,2,8,3,8,7,1,1,2,4,2,2,2,3,6,4,3,2,3,2,2,4,4,5,5,5,5,5,4,4,4,4,2,5,5,4,3,90,90,9,Laki-Laki
587,4,2,2,4,2,1,1,7,2,1,1,1,1,1,1,2,1,4,4,6,4,5,7,6,1,6,4,7,1,7,4,6,6,1,2,4,1,1,1,1,2,1,6,2,5,1,1,1,3,7,1,1,2,1,1,1,4,1,4,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,86,91,5,Laki-Laki
591,5,3,2,7,4,4,6,2,4,3,4,1,4,2,4,5,4,4,6,6,4,2,3,6,3,4,4,6,7,2,4,4,2,6,9,7,9,1,7,8,8,1,8,5,7,4,9,9,8,7,2,3,7,6,6,1,4,4,3,2,4,3,1,1,2,4,3,5,4,4,4,3,5,4,3,3,2,3,5,3,3,46,66,3,Laki-Laki
595,4,2,4,5,6,6,5,4,6,3,4,1,4,3,2,4,3,4,2,4,3,2,2,2,3,2,3,2,3,4,3,3,3,2,7,5,8,1,7,6,8,5,7,8,8,5,8,7,7,4,2,2,4,4,3,3,3,4,4,6,3,4,4,4,4,4,4,5,5,3,2,3,4,3,2,3,3,4,4,4,4,51,51,6,Perempuan
602,6,3,4,1,1,7,3,1,1,1,3,1,7,1,4,4,2,2,3,6,6,7,2,5,7,6,5,3,4,2,6,7,6,6,9,3,9,1,9,1,9,3,6,8,9,1,9,3,1,7,1,1,1,5,1,1,1,1,3,1,2,1,2,1,1,5,5,5,5,2,1,5,1,4,1,1,4,5,5,4,2,1,62,3,Laki-Laki
604,1,1,2,2,7,7,3,1,1,1,1,1,3,1,1,4,1,1,7,5,7,1,4,4,7,7,7,4,7,4,7,7,7,7,9,1,6,1,1,1,1,1,9,8,9,1,9,9,9,7,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,1,5,5,4,1,1,4,5,5,5,5,91,1,3,Perempuan
611,6,4,5,6,3,7,5,3,6,2,4,2,4,3,5,5,6,5,2,6,2,7,5,4,4,2,6,4,6,4,7,4,6,6,9,3,8,2,9,7,9,2,9,7,9,3,9,4,8,7,1,3,7,2,2,2,2,6,7,3,6,2,2,2,2,5,5,5,4,5,1,3,5,4,1,2,3,5,4,5,4,84,44,11,Perempuan
613,6,2,5,2,7,7,5,5,6,5,6,5,7,6,6,6,3,6,3,3,3,2,2,3,2,2,3,1,3,2,3,2,3,2,9,6,9,2,8,8,8,6,8,9,9,2,8,7,8,6,5,5,6,3,2,3,5,3,2,3,5,3,5,3,5,5,5,5,5,5,4,4,5,5,4,4,4,5,5,5,4,18,60,10,Perempuan
615,4,4,2,3,4,7,6,2,6,6,7,3,5,6,3,6,6,3,3,6,6,7,6,6,7,4,4,2,4,3,4,5,3,7,9,5,8,2,8,5,8,2,7,8,8,4,7,2,8,5,4,3,4,4,5,2,4,1,6,4,4,2,3,4,2,4,4,4,4,3,2,4,4,4,3,4,3,5,4,5,4,11,21,3,Perempuan
618,5,2,5,3,3,6,4,1,4,1,2,1,4,1,1,3,1,4,4,3,4,5,5,3,7,4,7,4,6,4,7,6,7,7,9,3,6,1,8,5,4,4,8,5,8,2,8,4,9,7,4,4,5,1,1,1,1,3,3,1,1,1,1,1,1,5,4,5,3,5,4,3,2,3,4,4,2,1,3,3,5,17,101,3,Perempuan
621,5,3,6,1,7,7,7,1,7,1,7,1,7,1,1,7,1,7,1,7,1,7,7,7,7,7,7,1,1,1,4,1,1,7,9,1,9,1,9,1,9,1,1,9,9,9,9,1,9,7,7,7,7,1,1,6,4,1,5,2,2,1,1,1,1,4,5,5,4,4,3,3,3,3,4,4,2,3,5,4,4,1,1,3,Laki-Laki
624,2,2,3,2,3,5,3,1,1,1,1,1,4,1,2,3,1,4,3,3,3,4,3,3,4,4,4,5,4,4,6,3,3,4,7,3,9,1,8,4,8,4,8,4,6,5,8,3,8,5,2,2,2,5,5,6,6,2,2,1,2,2,2,1,1,5,5,5,5,4,1,5,2,2,2,2,2,1,5,5,2,10,59,2,Perempuan
625,3,3,1,1,4,5,3,4,3,1,1,3,3,1,1,6,3,3,6,7,7,6,5,6,4,6,5,6,5,5,4,4,3,4,7,2,7,1,8,5,7,3,8,3,7,5,8,2,7,5,5,3,3,2,2,3,5,1,5,4,4,2,3,2,3,5,4,4,2,2,1,4,1,2,3,4,1,5,5,4,2,82,1,3,Laki-Laki
628,2,2,3,4,1,5,2,2,2,1,5,4,2,4,3,5,1,2,4,3,4,6,6,6,6,6,5,3,3,5,6,6,4,6,9,1,9,1,9,7,2,3,9,9,9,5,9,2,9,7,7,3,5,1,2,2,5,1,1,1,1,1,1,1,1,5,5,5,5,3,1,5,5,5,1,4,1,4,3,5,3,1,101,1,Laki-Laki
632,4,3,2,1,3,7,3,1,1,1,1,1,7,4,1,1,1,3,2,6,7,7,6,6,7,7,7,6,6,1,7,4,2,7,9,1,9,1,9,8,9,2,9,9,9,9,9,1,2,6,2,1,2,3,1,1,1,1,4,1,1,1,1,1,1,5,5,5,5,4,1,4,4,3,4,3,4,4,5,4,3,1,101,1,Perempuan
634,1,1,2,2,2,3,1,2,4,1,4,1,4,1,2,2,2,6,3,4,4,5,4,6,5,3,4,4,4,1,5,3,5,6,4,2,1,1,6,4,1,3,8,2,2,1,7,2,9,6,3,1,3,3,1,2,2,1,2,1,1,3,2,2,1,1,1,1,1,3,1,1,1,1,1,2,1,1,3,3,1,36,35,6,Laki-Laki
637,3,3,7,4,7,7,4,3,3,1,2,1,4,2,1,3,1,5,2,2,4,4,3,4,4,4,4,5,4,3,4,7,4,7,9,2,9,1,8,5,9,2,9,4,9,5,8,2,9,6,3,2,5,3,3,3,1,4,4,4,3,2,2,2,2,5,5,3,4,3,1,5,3,3,1,5,3,5,4,4,3,51,71,2,Perempuan
640,2,2,2,2,2,3,1,2,5,1,1,1,1,1,1,3,1,6,7,6,7,7,7,7,7,1,5,7,6,7,7,7,3,7,9,1,7,1,6,5,6,6,6,5,8,2,8,7,9,6,1,1,2,1,3,2,1,2,6,5,4,2,2,2,2,5,5,5,5,5,3,4,2,4,3,5,5,5,5,5,4,1,101,1,Laki-Laki
643,4,4,3,3,7,7,4,4,5,6,6,4,4,4,4,6,5,4,6,4,7,4,5,5,6,3,3,7,5,4,5,5,6,5,4,3,7,1,9,3,9,2,7,1,8,3,9,2,9,7,3,3,5,2,3,2,1,3,3,3,3,3,3,3,3,4,4,4,4,4,3,4,5,4,4,3,3,4,4,3,3,1,101,1,Laki-Laki
646,5,3,3,3,7,7,4,4,4,3,4,3,4,3,4,6,4,3,4,4,4,2,2,4,1,6,4,4,3,4,4,6,2,5,8,3,9,2,7,5,9,4,8,2,8,5,9,2,8,4,6,4,4,5,2,4,1,1,2,1,1,1,1,1,1,4,4,5,3,4,2,3,5,3,1,3,2,5,4,3,5,86,75,7,Perempuan
649,1,2,2,2,3,3,2,1,1,1,2,1,3,1,1,3,1,5,3,4,4,4,5,3,6,7,4,5,2,3,4,4,4,6,6,5,6,1,7,2,7,3,9,3,9,5,9,4,6,4,1,1,2,6,6,3,2,2,5,4,1,1,2,1,1,4,5,5,4,3,2,4,1,2,5,4,2,3,4,4,3,21,70,1,Perempuan
656,5,5,6,4,4,6,6,2,4,1,1,1,1,1,3,3,4,5,3,2,4,4,5,4,7,6,4,7,4,3,3,5,4,5,5,2,9,1,9,3,7,2,6,3,7,3,9,7,9,5,2,1,4,3,1,1,1,4,6,2,3,2,2,2,1,5,5,5,3,3,1,4,5,4,3,3,4,5,4,4,3,91,51,1,Laki-Laki
658,1,1,1,1,2,2,3,4,1,1,1,1,1,1,3,5,1,6,7,7,7,5,6,5,4,7,4,7,5,7,4,4,2,7,2,7,9,1,1,3,1,2,7,2,9,1,9,9,9,4,1,1,4,3,1,2,1,2,6,7,6,2,2,1,1,5,5,5,2,1,1,5,5,2,3,3,1,3,5,4,1,61,101,1,Laki-Laki
660,1,2,2,1,1,4,2,1,1,1,2,1,2,1,1,2,1,6,4,6,6,7,5,7,7,7,7,7,4,6,6,4,7,7,9,1,9,1,7,2,9,8,7,9,9,9,9,9,9,7,1,1,1,1,1,1,1,1,6,1,7,1,3,2,1,5,5,5,5,1,1,5,5,3,3,2,3,4,5,5,3,8,101,1,Perempuan
664,4,5,2,4,5,6,5,5,4,4,6,4,5,4,5,6,4,4,3,4,4,5,5,4,3,5,5,4,5,5,5,4,4,5,8,4,6,3,8,4,5,5,5,3,8,6,7,6,5,5,3,2,2,3,2,2,2,6,6,2,2,2,1,1,1,4,4,4,3,4,3,3,4,4,3,4,3,4,4,3,4,52,46,11,Laki-Laki
672,2,3,1,2,1,6,2,1,1,2,6,1,5,1,3,5,2,5,4,7,6,6,6,5,7,6,6,2,2,3,7,2,2,7,8,2,8,1,6,4,7,2,8,2,9,4,8,8,9,6,5,3,5,2,3,3,4,2,5,1,2,2,1,2,2,5,4,5,5,4,2,4,5,4,3,4,5,1,5,5,4,15,36,3,Laki-Laki
680,1,3,1,2,2,2,1,6,1,1,1,1,1,1,1,1,1,7,5,7,6,7,6,6,2,7,6,7,6,7,6,7,7,6,9,2,2,1,1,1,9,1,9,1,6,1,9,1,9,7,1,1,6,1,6,1,2,6,6,1,1,1,2,1,3,3,2,1,2,1,1,2,1,1,1,1,1,3,2,1,1,19,101,1,Laki-Laki
681,3,5,2,3,2,4,2,6,4,2,6,3,6,5,2,5,6,5,1,6,5,6,5,5,2,4,5,1,3,2,2,2,3,3,8,2,8,2,8,5,6,3,6,7,6,6,9,3,7,6,4,4,5,5,4,4,4,5,4,6,5,3,5,2,4,5,5,5,5,5,5,5,5,5,4,3,5,5,5,5,4,46,58,5,Laki-Laki
685,5,5,4,6,6,7,7,4,4,4,7,5,7,6,4,5,5,4,1,7,3,2,1,2,3,3,3,1,3,3,3,1,1,1,9,3,9,1,9,5,6,3,9,8,9,7,9,3,8,5,1,2,2,1,1,1,4,3,3,3,6,1,1,1,1,5,5,5,5,5,1,5,5,5,1,2,2,5,5,5,5,52,1,11,Laki-Laki
691,7,1,5,2,4,7,2,1,6,1,2,2,2,2,2,2,2,7,6,6,6,2,2,6,6,7,7,7,7,7,7,7,7,7,9,1,9,1,9,2,9,3,6,7,9,7,9,7,9,7,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,5,5,5,5,3,2,5,4,2,1,1,3,4,3,4,3,7,98,1,Perempuan
694,5,4,4,4,6,5,5,6,4,2,6,4,7,5,4,4,4,5,4,4,4,3,5,2,3,4,4,2,4,2,4,3,4,4,6,4,9,1,8,4,7,2,5,9,5,5,8,3,7,5,2,4,4,4,3,3,4,3,6,4,4,2,4,3,4,5,5,5,5,4,2,5,5,5,2,4,2,4,5,4,4,17,17,7,Perempuan
712,1,1,1,1,3,7,7,1,1,1,1,1,4,1,1,1,1,7,6,7,6,7,3,7,7,6,5,7,7,3,7,7,3,7,7,3,7,1,6,4,4,1,8,7,9,1,9,4,9,7,1,3,2,1,3,2,2,3,5,3,5,2,2,2,1,4,4,5,5,4,1,4,3,2,5,4,4,4,4,5,5,42,69,5,Laki-Laki
